"id","uid","date","attendance","timeValid","neutralSite","conferenceCompetition","recent","notes","startDate","type.id","type.abbreviation","venue.id","venue.fullName","venue.address.city","venue.address.state","venue.capacity","venue.indoor","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.uid","home.location","home.name","home.abbreviation","home.displayName","home.shortDisplayName","home.color","home.alternateColor","home.isActive","home.venue.id","home.logo","home.conferenceId","away.id","away.uid","away.location","away.name","away.abbreviation","away.displayName","away.shortDisplayName","away.color","away.alternateColor","away.isActive","away.venue.id","away.logo","away.conferenceId","status.type.altDetail","season","groups.id","groups.name","groups.shortName","groups.isConference","tournamentId","game_id","PBP","team_box"
400870746,"s:40~l:41~e:400870746~c:400870746","2016-03-11T01:30Z",0,"True","True","True","False","[{'type': 'event', 'headline': ""SOUTHLAND MEN'S TOURNAMENT - 2ND ROUND""}]","2016-03-11T01:30Z",NA,"",3479,"Leonard E. Merrell Center","Katy","TX",5794,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2534,"s:40~l:41~t:2534","Sam Houston State","Bearkats","SHSU","Sam Houston State Bearkats","Sam Houston St","fe5000","000000","True",4585,"https://a.espncdn.com/i/teamlogos/ncaa/500/2534.png",25,2447,"s:40~l:41~t:2447","Nicholls","Colonels","NICH","Nicholls Colonels","Nicholls","C41230","f0f0f0","True",2067,"https://a.espncdn.com/i/teamlogos/ncaa/500/2447.png",25,"",2016,25,"Southland Conference","Southland","True",29,400870746,TRUE,TRUE
400870690,"s:40~l:41~e:400870690~c:400870690","2016-03-11T01:30Z",2213,"True","True","True","False","[{'type': 'event', 'headline': ""BIG SKY MEN'S CHAMPIONSHIP - QUARTERFINAL""}]","2016-03-11T01:30Z",NA,"",3437,"Reno Events Center","Reno","NV",0,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",149,"s:40~l:41~t:149","Montana","Grizzlies","MONT","Montana Grizzlies","Montana","751D4A","666666","True",1995,"https://a.espncdn.com/i/teamlogos/ncaa/500/149.png",5,16,"s:40~l:41~t:16","Sacramento State","Hornets","SAC","Sacramento State Hornets","Sacramento St","00573C","cdb97d","True",2078,"https://a.espncdn.com/i/teamlogos/ncaa/500/16.png",5,"",2016,5,"Big Sky Conference","Big Sky","True",7,400870690,TRUE,TRUE
400870541,"s:40~l:41~e:400870541~c:400870541","2016-03-11T01:30Z",0,"True","True","True","False","[{'type': 'event', 'headline': ""MEAC MEN'S TOURNAMENT - QUARTERFINAL""}]","2016-03-11T01:30Z",18,"EXH",26,"Norfolk Scope Arena","Norfolk","VA",0,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2065,"s:40~l:41~t:2065","Bethune-Cookman","Wildcats","BCU","Bethune-Cookman Wildcats","Bethune-Cookman","7b1831","e9aa12","True",2073,"https://a.espncdn.com/i/teamlogos/ncaa/500/2065.png",16,2542,"s:40~l:41~t:2542","Savannah State","Tigers","SAV","Savannah State Tigers","Savannah State","280298","f78f1e","True",1931,"https://a.espncdn.com/i/teamlogos/ncaa/500/2542.png",16,"",2016,16,"Mid-Eastern Athletic Conference","MEAC","True",18,400870541,TRUE,TRUE
400870226,"s:40~l:41~e:400870226~c:400870226","2016-03-11T01:30Z",0,"True","True","True","False","[{'type': 'event', 'headline': ""SUN BELT CONFERENCE MEN'S CHAMPIONSHIP - 1ST ROUND""}]","2016-03-11T01:30Z",NA,"",1926,"Lakefront Arena","New Orleans","LA",8785,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2247,"s:40~l:41~t:2247","Georgia State","Panthers","GAST","Georgia State Panthers","Georgia State","1e539a","ebebeb","True",2057,"https://a.espncdn.com/i/teamlogos/ncaa/500/2247.png",27,326,"s:40~l:41~t:326","Texas State","Bobcats","TXST","Texas State Bobcats","Texas State","4e1719","b4975a","True",2010,"https://a.espncdn.com/i/teamlogos/ncaa/500/326.png",27,"",2016,27,"Sun Belt Conference","Sun Belt","True",32,400870226,TRUE,TRUE
400870254,"s:40~l:41~e:400870254~c:400870254","2016-03-11T00:30Z",0,"True","True","True","False","[{'type': 'event', 'headline': ""WAC MEN'S TOURNAMENT - QUARTERFINAL""}]","2016-03-11T00:30Z",NA,"",1246,"Orleans Arena","Las Vegas","NV",0,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2934,"s:40~l:41~t:2934","CSU Bakersfield","Roadrunners","CSUB","CSU Bakersfield Roadrunners","CSU Bakersfield","003BAB","","True",2112,"https://a.espncdn.com/i/teamlogos/ncaa/500/2934.png",30,2130,"s:40~l:41~t:2130","Chicago State","Cougars","CHIC","Chicago State Cougars","Chicago State","006700","","True",1951,"https://a.espncdn.com/i/teamlogos/ncaa/500/2130.png",30,"",2016,30,"Western Athletic Conference","WAC","True",34,400870254,TRUE,TRUE
400870739,"s:40~l:41~e:400870739~c:400870739","2016-03-11T00:00Z",20719,"True","True","True","False","[{'type': 'event', 'headline': ""NEW YORK LIFE ACC MEN'S TOURNAMENT - QUARTERFINAL""}]","2016-03-11T00:00Z",1,"STD",1823,"Capital One Arena","Washington","DC",20600,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",258,"s:40~l:41~t:258","Virginia","Cavaliers","UVA","Virginia Cavaliers","Virginia","f84c1e","ffffff","True",1927,"https://a.espncdn.com/i/teamlogos/ncaa/500/258.png",2,59,"s:40~l:41~t:59","Georgia Tech","Yellow Jackets","GT","Georgia Tech Yellow Jackets","Georgia Tech","00223e","002c56","True",2206,"https://a.espncdn.com/i/teamlogos/ncaa/500/59.png",2,"",2016,2,"Atlantic Coast Conference","ACC","True",3,400870739,TRUE,TRUE
400870751,"s:40~l:41~e:400870751~c:400870751","2016-03-11T00:00Z",0,"True","True","True","False","[{'type': 'event', 'headline': ""BIG EAST MEN'S CHAMPIONSHIP - QUARTERFINAL""}]","2016-03-11T00:00Z",6,"TRNMNT",1830,"Madison Square Garden","New York","NY",19812,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2752,"s:40~l:41~t:2752","Xavier","Musketeers","XAV","Xavier Musketeers","Xavier","002144","9ea2a2","True",1973,"https://a.espncdn.com/i/teamlogos/ncaa/500/2752.png",4,269,"s:40~l:41~t:269","Marquette","Golden Eagles","MARQ","Marquette Golden Eagles","Marquette","083963","ffffff","True",5777,"https://a.espncdn.com/i/teamlogos/ncaa/500/269.png",4,"",2016,4,"Big East Conference","Big East","True",6,400870751,TRUE,TRUE
400870749,"s:40~l:41~e:400870749~c:400870749","2016-03-11T00:00Z",0,"True","True","True","False","[{'type': 'event', 'headline': ""PHILLIPS 66 BIG 12 MEN'S CHAMPIONSHIP - QUARTERFINAL""}]","2016-03-11T00:00Z",1,"STD",2561,"T-Mobile Center","Kansas City","MO",0,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",277,"s:40~l:41~t:277","West Virginia","Mountaineers","WVU","West Virginia Mountaineers","West Virginia","FFC600","eaaa00","True",2199,"https://a.espncdn.com/i/teamlogos/ncaa/500/277.png",8,2628,"s:40~l:41~t:2628","TCU","Horned Frogs","TCU","TCU Horned Frogs","TCU","3C377D","f1f2f3","True",2194,"https://a.espncdn.com/i/teamlogos/ncaa/500/2628.png",8,"",2016,8,"Big 12 Conference","Big 12","True",5,400870749,TRUE,TRUE
400870732,"s:40~l:41~e:400870732~c:400870732","2016-03-11T00:00Z",9797,"True","True","True","False","[{'type': 'event', 'headline': ""C-USA MEN'S CHAMPIONSHIP - QUARTERFINAL""}]","2016-03-11T00:00Z",13,"RD32",2468,"Legacy Arena at BJCC","Birmingham","AL",0,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2393,"s:40~l:41~t:2393","Middle Tennessee","Blue Raiders","MTU","Middle Tennessee Blue Raiders","Middle Tenn","0079C2","c3c5c8","True",1897,"https://a.espncdn.com/i/teamlogos/ncaa/500/2393.png",11,2429,"s:40~l:41~t:2429","Charlotte","49ers","CHAR","Charlotte 49ers","Charlotte","ffffff","cfab7a","True",239,"https://a.espncdn.com/i/teamlogos/ncaa/500/2429.png",11,"",2016,11,"Conference USA","C-USA","True",13,400870732,TRUE,TRUE
400870184,"s:40~l:41~e:400870184~c:400870184","2016-03-11T00:00Z",0,"True","True","True","False","[{'type': 'event', 'headline': ""SEC MEN'S TOURNAMENT - 2ND ROUND""}]","2016-03-11T00:00Z",NA,"",1834,"Bridgestone Arena","Nashville","TN",19395,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",145,"s:40~l:41~t:145","Ole Miss","Rebels","MISS","Ole Miss Rebels","Ole Miss","001148","00205b","True",5168,"https://a.espncdn.com/i/teamlogos/ncaa/500/145.png",23,333,"s:40~l:41~t:333","Alabama","Crimson Tide","ALA","Alabama Crimson Tide","Alabama","690014","f1f2f3","True",1925,"https://a.espncdn.com/i/teamlogos/ncaa/500/333.png",23,"",2016,23,"Southeastern Conference","SEC","True",27,400870184,TRUE,TRUE
400870547,"s:40~l:41~e:400870547~c:400870547","2016-03-10T23:30Z",0,"True","True","True","False","[{'type': 'event', 'headline': ""MAC MEN'S TOURNAMENT PRES. BY VISITMYRTLEBEACH.COM - QUARTERFINAL""}]","2016-03-10T23:30Z",17,"FINAL",3417,"Rocket Mortgage FieldHouse","Cleveland","OH",19432,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",195,"s:40~l:41~t:195","Ohio","Bobcats","OHIO","Ohio Bobcats","Ohio","295A29","e4bb85","True",2135,"https://a.espncdn.com/i/teamlogos/ncaa/500/195.png",14,2459,"s:40~l:41~t:2459","Northern Illinois","Huskies","NIU","Northern Illinois Huskies","N Illinois","F1122C","cc0000","True",2090,"https://a.espncdn.com/i/teamlogos/ncaa/500/2459.png",14,"",2016,14,"Mid-American Conference","MAC","True",17,400870547,TRUE,TRUE
400870356,"s:40~l:41~e:400870356~c:400870356","2016-03-10T23:30Z",0,"True","True","True","False","[{'type': 'event', 'headline': ""BIG TEN MEN'S TOURNAMENT - 2ND ROUND""}]","2016-03-10T23:30Z",9,"QRR",2183,"Bankers Life Fieldhouse","Indianapolis","IN",17923,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",194,"s:40~l:41~t:194","Ohio State","Buckeyes","OSU","Ohio State Buckeyes","Ohio State","de3129","666666","True",317,"https://a.espncdn.com/i/teamlogos/ncaa/500/194.png",7,213,"s:40~l:41~t:213","Penn State","Nittany Lions","PSU","Penn State Nittany Lions","Penn State","00265D","002e5c","True",1942,"https://a.espncdn.com/i/teamlogos/ncaa/500/213.png",7,"",2016,7,"Big Ten Conference","Big Ten","True",9,400870356,TRUE,TRUE
400870224,"s:40~l:41~e:400870224~c:400870224","2016-03-10T23:30Z",0,"True","True","True","False","[{'type': 'event', 'headline': ""ATLANTIC 10 MEN'S CHAMPIONSHIP - 2ND ROUND""}]","2016-03-10T23:30Z",1,"STD",3559,"Barclays Center","Brooklyn","NY",17732,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",227,"s:40~l:41~t:227","Rhode Island","Rams","URI","Rhode Island Rams","Rhode Island","091f3f","5ab3e8","True",2179,"https://a.espncdn.com/i/teamlogos/ncaa/500/227.png",3,113,"s:40~l:41~t:113","UMass","Minutemen","MASS","UMass Minutemen","UMass","880007","","True",1984,"https://a.espncdn.com/i/teamlogos/ncaa/500/113.png",3,"",2016,3,"Atlantic 10 Conference","A 10","True",2,400870224,TRUE,TRUE
400870729,"s:40~l:41~e:400870729~c:400870729","2016-03-10T23:00Z",0,"True","True","True","False","[{'type': 'event', 'headline': ""SOUTHLAND MEN'S TOURNAMENT - 2ND ROUND""}]","2016-03-10T23:00Z",NA,"",3479,"Leonard E. Merrell Center","Katy","TX",5794,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2277,"s:40~l:41~t:2277","Houston Baptist","Huskies","HBU","Houston Baptist Huskies","Houston Baptist","00539c","","True",2012,"https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png",25,2545,"s:40~l:41~t:2545","SE Louisiana","Lions","SELA","SE Louisiana Lions","SE Louisiana","007550","dca008","True",2040,"https://a.espncdn.com/i/teamlogos/ncaa/500/2545.png",25,"",2016,25,"Southland Conference","Southland","True",29,400870729,TRUE,TRUE
400870549,"s:40~l:41~e:400870549~c:400870549","2016-03-10T23:00Z",0,"True","True","True","False","[{'type': 'event', 'headline': ""MEAC MEN'S TOURNAMENT - QUARTERFINAL""}]","2016-03-10T23:00Z",18,"EXH",26,"Norfolk Scope Arena","Norfolk","VA",0,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2569,"s:40~l:41~t:2569","South Carolina State","Bulldogs","SCST","South Carolina State Bulldogs","SC State","7d1315","104897","True",2077,"https://a.espncdn.com/i/teamlogos/ncaa/500/2569.png",16,2154,"s:40~l:41~t:2154","Coppin State","Eagles","COPP","Coppin State Eagles","Coppin State","2e3192","ffd204","True",2164,"https://a.espncdn.com/i/teamlogos/ncaa/500/2154.png",16,"",2016,16,"Mid-Eastern Athletic Conference","MEAC","True",18,400870549,TRUE,TRUE
400870284,"s:40~l:41~e:400870284~c:400870284","2016-03-10T23:00Z",8723,"True","True","True","False","[{'type': 'event', 'headline': ""THE AMERICAN MEN'S CHAMPIONSHIP - 1ST ROUND""}]","2016-03-10T23:00Z",NA,"",3432,"Amway Center","Orlando","FL",0,"False",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2116,"s:40~l:41~t:2116","UCF","Knights","UCF","UCF Knights","UCF","000000","231f20","True",4484,"https://a.espncdn.com/i/teamlogos/ncaa/500/2116.png",62,2655,"s:40~l:41~t:2655","Tulane","Green Wave","TULN","Tulane Green Wave","Tulane","005837","3baf29","True",2048,"https://a.espncdn.com/i/teamlogos/ncaa/500/2655.png",62,"",2016,62,"American Athletic Conference","American","True",39,400870284,TRUE,TRUE
400870225,"s:40~l:41~e:400870225~c:400870225","2016-03-10T23:00Z",0,"True","True","True","False","[{'type': 'event', 'headline': ""SUN BELT CONFERENCE MEN'S CHAMPIONSHIP - 1ST ROUND""}]","2016-03-10T23:00Z",NA,"",1926,"Lakefront Arena","New Orleans","LA",8785,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",290,"s:40~l:41~t:290","Georgia Southern","Eagles","GASO","Georgia Southern Eagles","GA Southern","003775","f0f0f0","True",2089,"https://a.espncdn.com/i/teamlogos/ncaa/500/290.png",27,6,"s:40~l:41~t:6","South Alabama","Jaguars","USA","South Alabama Jaguars","South Alabama","003E7E","","True",2193,"https://a.espncdn.com/i/teamlogos/ncaa/500/6.png",27,"",2016,27,"Sun Belt Conference","Sun Belt","True",32,400870225,TRUE,TRUE
400870727,"s:40~l:41~e:400870727~c:400870727","2016-03-10T22:30Z",12916,"True","True","True","False","[{'type': 'event', 'headline': ""PAC-12 MEN'S TOURNAMENT PRES. BY NEW YORK LIFE - QUARTERFINAL""}]","2016-03-10T22:30Z",NA,"",4810,"MGM Grand Garden Arena","Las Vegas","NV",0,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",12,"s:40~l:41~t:12","Arizona","Wildcats","ARIZ","Arizona Wildcats","Arizona","002449","00205b","True",1064,"https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",21,38,"s:40~l:41~t:38","Colorado","Buffaloes","COLO","Colorado Buffaloes","Colorado","d1c57e","ffd200","True",2207,"https://a.espncdn.com/i/teamlogos/ncaa/500/38.png",21,"",2016,21,"Pac-12 Conference","Pac-12","True",25,400870727,TRUE,TRUE
400870668,"s:40~l:41~e:400870668~c:400870668","2016-03-10T22:30Z",1003,"True","True","True","False","[{'type': 'event', 'headline': ""BIG SKY MEN'S CHAMPIONSHIP - QUARTERFINAL""}]","2016-03-10T22:30Z",NA,"",3437,"Reno Events Center","Reno","NV",0,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",304,"s:40~l:41~t:304","Idaho State","Bengals","IDST","Idaho State Bengals","Idaho State","ef8c00","e9a126","True",1904,"https://a.espncdn.com/i/teamlogos/ncaa/500/304.png",5,155,"s:40~l:41~t:155","North Dakota","Fighting Hawks","UND","North Dakota Fighting Hawks","North Dakota","00A26B","c2c3c0","True",1950,"https://a.espncdn.com/i/teamlogos/ncaa/500/155.png",5,"",2016,5,"Big Sky Conference","Big Sky","True",7,400870668,TRUE,TRUE
400870240,"s:40~l:41~e:400870240~c:400870240","2016-03-10T22:30Z",8279,"True","True","True","False","[{'type': 'event', 'headline': ""MOUNTAIN WEST MEN'S CHAMPIONSHIP - QUARTERFINAL""}]","2016-03-10T22:30Z",NA,"",2083,"Thomas & Mack Center","Las Vegas","NV",18500,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",167,"s:40~l:41~t:167","New Mexico","Lobos","UNM","New Mexico Lobos","New Mexico","000000","231f20","True",2024,"https://a.espncdn.com/i/teamlogos/ncaa/500/167.png",44,2440,"s:40~l:41~t:2440","Nevada","Wolf Pack","NEV","Nevada Wolf Pack","Nevada","153E5F","8e9295","True",461,"https://a.espncdn.com/i/teamlogos/ncaa/500/2440.png",44,"",2016,44,"Mountain West Conference","Mountain West","True",20,400870240,TRUE,TRUE
400870234,"s:40~l:41~e:400870234~c:400870234","2016-03-10T22:30Z",0,"True","True","True","False","[{'type': 'event', 'headline': ""BIG WEST CONFERENCE MEN'S TOURNAMENT - QUARTERFINAL""}]","2016-03-10T22:30Z",10,"QUALIFY",1842,"Honda Center","Anaheim","CA",0,"False",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",62,"s:40~l:41~t:62","Hawai'i","Rainbow Warriors","HAW","Hawai'i Rainbow Warriors","Hawai'i","003420","ffffff","True",540,"https://a.espncdn.com/i/teamlogos/ncaa/500/62.png",9,2239,"s:40~l:41~t:2239","CSU Fullerton","Titans","CSUF","CSU Fullerton Titans","CSU Fullerton","10219c","003057","True",2003,"https://a.espncdn.com/i/teamlogos/ncaa/500/2239.png",9,"",2016,9,"Big West Conference","Big West","True",10,400870234,TRUE,TRUE
400870253,"s:40~l:41~e:400870253~c:400870253","2016-03-10T22:00Z",0,"True","True","True","False","[{'type': 'event', 'headline': ""WAC MEN'S TOURNAMENT - QUARTERFINAL""}]","2016-03-10T22:00Z",NA,"",1246,"Orleans Arena","Las Vegas","NV",0,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",3084,"s:40~l:41~t:3084","Utah Valley","Wolverines","UVU","Utah Valley Wolverines","Utah Valley","004812","e1c736","True",2091,"https://a.espncdn.com/i/teamlogos/ncaa/500/3084.png",30,140,"s:40~l:41~t:140","UM Kansas City","Roos","UMKC","UM Kansas City Roos","UM Kansas City","004b87","ffc72c","True",4052,"https://a.espncdn.com/i/teamlogos/ncaa/500/140.png",30,"",2016,30,"Western Athletic Conference","WAC","True",34,400870253,TRUE,TRUE
400870741,"s:40~l:41~e:400870741~c:400870741","2016-03-10T20:44Z",12270,"True","True","True","False","[{'type': 'event', 'headline': ""SEC MEN'S TOURNAMENT - 2ND ROUND""}]","2016-03-10T20:44Z",NA,"",1834,"Bridgestone Arena","Nashville","TN",19395,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",238,"s:40~l:41~t:238","Vanderbilt","Commodores","VAN","Vanderbilt Commodores","Vanderbilt","000000","231f20","True",2084,"https://a.espncdn.com/i/teamlogos/ncaa/500/238.png",23,2633,"s:40~l:41~t:2633","Tennessee","Volunteers","TENN","Tennessee Volunteers","Tennessee","EE9627","ffffff","True",2044,"https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png",23,"",2016,23,"Southeastern Conference","SEC","True",27,400870741,TRUE,TRUE
400870723,"s:40~l:41~e:400870723~c:400870723","2016-03-10T20:30Z",9797,"True","True","True","False","[{'type': 'event', 'headline': ""C-USA MEN'S CHAMPIONSHIP - QUARTERFINAL""}]","2016-03-10T20:30Z",13,"RD32",2468,"Legacy Arena at BJCC","Birmingham","AL",0,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2348,"s:40~l:41~t:2348","Louisiana Tech","Bulldogs","LT","Louisiana Tech Bulldogs","Louisiana Tech","002d65","d3313a","True",1982,"https://a.espncdn.com/i/teamlogos/ncaa/500/2348.png",11,295,"s:40~l:41~t:295","Old Dominion","Monarchs","ODU","Old Dominion Monarchs","Old Dominion","00507d","a1d2f1","True",1940,"https://a.espncdn.com/i/teamlogos/ncaa/500/295.png",11,"",2016,11,"Conference USA","C-USA","True",13,400870723,TRUE,TRUE
400870283,"s:40~l:41~e:400870283~c:400870283","2016-03-10T20:30Z",0,"True","True","True","False","[{'type': 'event', 'headline': ""THE AMERICAN MEN'S CHAMPIONSHIP - 1ST ROUND""}]","2016-03-10T20:30Z",NA,"",3432,"Amway Center","Orlando","FL",0,"False",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",151,"s:40~l:41~t:151","East Carolina","Pirates","ECU","East Carolina Pirates","East Carolina","4b1869","f0907b","True",2201,"https://a.espncdn.com/i/teamlogos/ncaa/500/151.png",62,58,"s:40~l:41~t:58","South Florida","Bulls","USF","South Florida Bulls","South Florida","004A36","231f20","True",2041,"https://a.espncdn.com/i/teamlogos/ncaa/500/58.png",62,"",2016,62,"American Athletic Conference","American","True",39,400870283,TRUE,TRUE
400870261,"s:40~l:41~e:400870261~c:400870261","2016-03-10T20:30Z",1217,"True","True","True","False","[{'type': 'event', 'headline': ""SWAC MEN'S TOURNAMENT - QUARTERFINAL""}]","2016-03-10T20:30Z",NA,"",1394,"Toyota Center (Houston)","Houston","TX",18055,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2296,"s:40~l:41~t:2296","Jackson State","Tigers","JKST","Jackson State Tigers","Jackson State","123297","b5b7ba","True",1945,"https://a.espncdn.com/i/teamlogos/ncaa/500/2296.png",26,2504,"s:40~l:41~t:2504","Prairie View A&M","Panthers","PV","Prairie View A&M Panthers","Prairie View","4d0960","","True",2027,"https://a.espncdn.com/i/teamlogos/ncaa/500/2504.png",26,"",2016,26,"Southwestern Athletic Conference","SWAC","True",30,400870261,TRUE,TRUE
400870722,"s:40~l:41~e:400870722~c:400870722","2016-03-10T20:10Z",12916,"True","True","True","False","[{'type': 'event', 'headline': ""PAC-12 MEN'S TOURNAMENT PRES. BY NEW YORK LIFE - QUARTERFINAL""}]","2016-03-10T20:10Z",NA,"",4810,"MGM Grand Garden Arena","Las Vegas","NV",0,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2483,"s:40~l:41~t:2483","Oregon","Ducks","ORE","Oregon Ducks","Oregon","044520","fee123","True",1977,"https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png",21,264,"s:40~l:41~t:264","Washington","Huskies","WASH","Washington Huskies","Washington","2B2F64","e8e3d3","True",782,"https://a.espncdn.com/i/teamlogos/ncaa/500/264.png",21,"",2016,21,"Pac-12 Conference","Pac-12","True",25,400870722,TRUE,TRUE
400870737,"s:40~l:41~e:400870737~c:400870737","2016-03-10T20:09Z",0,"True","True","True","False","[{'type': 'event', 'headline': ""PHILLIPS 66 BIG 12 MEN'S CHAMPIONSHIP - QUARTERFINAL""}]","2016-03-10T20:09Z",1,"STD",2561,"T-Mobile Center","Kansas City","MO",0,"True",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2305,"s:40~l:41~t:2305","Kansas","Jayhawks","KU","Kansas Jayhawks","Kansas","0022B4","e8000d","True",2171,"https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",8,2306,"s:40~l:41~t:2306","Kansas State","Wildcats","KSU","Kansas State Wildcats","Kansas State","633194","e7d2ad","True",2131,"https://a.espncdn.com/i/teamlogos/ncaa/500/2306.png",8,"",2016,8,"Big 12 Conference","Big 12","True",5,400870737,TRUE,TRUE
