"id","uid","date","attendance","timeValid","neutralSite","conferenceCompetition","recent","notes","startDate","type.id","type.abbreviation","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.uid","home.location","home.name","home.abbreviation","home.displayName","home.shortDisplayName","home.color","home.alternateColor","home.isActive","home.logo","away.id","away.uid","away.location","away.name","away.abbreviation","away.displayName","away.shortDisplayName","away.color","away.alternateColor","away.isActive","away.logo","season","venue.id","venue.fullName","venue.address.city","venue.address.state","venue.capacity","venue.indoor","status.type.altDetail","series.type","series.title","series.summary","series.completed","series.totalCompetitions","series.competitors","game_id","PBP","team_box","player_box"
231123028,"s:40~l:46~e:231123028~c:231123028","2003-11-23T18:00Z",17702,"True","False","False","False","[]","2003-11-23T18:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",28,"s:40~l:46~t:28","Toronto","Raptors","TOR","Toronto Raptors","Raptors","CE0F41","061922","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png",15,"s:40~l:46~t:15","Milwaukee","Bucks","MIL","Milwaukee Bucks","Bucks","003813","f0ebd2","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png",2004,1838,"Scotiabank Arena","Toronto","ON",19800,"False","","","","","",NA,"",231123028,TRUE,TRUE,TRUE
231122006,"s:40~l:46~e:231122006~c:231122006","2003-11-23T00:30Z",20122,"True","False","False","False","[]","2003-11-23T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",6,"s:40~l:46~t:6","Dallas","Mavericks","DAL","Dallas Mavericks","Mavericks","0C479D","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png",7,"s:40~l:46~t:7","Denver","Nuggets","DEN","Denver Nuggets","Nuggets","0860A8","fdb927","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png",2004,516,"American Airlines Center","Dallas","TX",19200,"False","","","","","",NA,"",231122006,TRUE,TRUE,TRUE
231122018,"s:40~l:46~e:231122018~c:231122018","2003-11-23T00:30Z",19763,"True","False","False","False","[]","2003-11-23T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",18,"s:40~l:46~t:18","New York","Knicks","NY","New York Knicks","Knicks","225EA8","f58426","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png",20,"s:40~l:46~t:20","Philadelphia","76ers","PHI","Philadelphia 76ers","76ers","000000","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png",2004,1830,"Madison Square Garden","New York","NY",19763,"False","","","","","",NA,"",231122018,TRUE,TRUE,TRUE
231122001,"s:40~l:46~e:231122001~c:231122001","2003-11-23T00:00Z",19445,"True","False","False","False","[]","2003-11-23T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",1,"s:40~l:46~t:1","Atlanta","Hawks","ATL","Atlanta Hawks","Hawks","002B5C","002b5c","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png",5,"s:40~l:46~t:5","Cleveland","Cavaliers","CLE","Cleveland Cavaliers","Cavaliers","061642","fdbb30","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png",2004,1827,"State Farm Arena","Atlanta","GA",16888,"True","","","","","",NA,"",231122001,TRUE,TRUE,TRUE
231122016,"s:40~l:46~e:231122016~c:231122016","2003-11-23T00:00Z",16080,"True","False","False","False","[]","2003-11-23T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",16,"s:40~l:46~t:16","Minnesota","Timberwolves","MIN","Minnesota Timberwolves","Timberwolves","0E3764","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png",12,"s:40~l:46~t:12","LA","Clippers","LAC","LA Clippers","Clippers","FA0028","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png",2004,2029,"Target Center","Minneapolis","MN",19356,"False","","","","","",NA,"",231122016,TRUE,TRUE,TRUE
231122021,"s:40~l:46~e:231122021~c:231122021","2003-11-23T00:00Z",16379,"True","False","False","False","[]","2003-11-23T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",21,"s:40~l:46~t:21","Phoenix","Suns","PHX","Phoenix Suns","Suns","23006A","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png",14,"s:40~l:46~t:14","Miami","Heat","MIA","Miami Heat","Heat","000000","000000","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png",2004,1949,"Phoenix Suns Arena","Phoenix","AZ",18055,"True","","","","","",NA,"",231122021,TRUE,TRUE,TRUE
231122017,"s:40~l:46~e:231122017~c:231122017","2003-11-22T18:00Z",13755,"True","False","False","False","[]","2003-11-22T18:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",28,"s:40~l:46~t:28","Toronto","Raptors","TOR","Toronto Raptors","Raptors","CE0F41","061922","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png",2004,2562,"IZOD Center","East Rutherford","NJ",19990,"False","","","","","",NA,"",231122017,TRUE,TRUE,TRUE
231121005,"s:40~l:46~e:231121005~c:231121005","2003-11-22T01:00Z",19269,"True","False","False","False","[]","2003-11-22T01:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",5,"s:40~l:46~t:5","Cleveland","Cavaliers","CLE","Cleveland Cavaliers","Cavaliers","061642","fdbb30","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png",16,"s:40~l:46~t:16","Minnesota","Timberwolves","MIN","Minnesota Timberwolves","Timberwolves","0E3764","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png",2004,3417,"Rocket Mortgage FieldHouse","Cleveland","OH",19432,"False","","","","","",NA,"",231121005,TRUE,TRUE,TRUE
231121008,"s:40~l:46~e:231121008~c:231121008","2003-11-22T01:00Z",22076,"True","False","False","False","[]","2003-11-22T01:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",18,"s:40~l:46~t:18","New York","Knicks","NY","New York Knicks","Knicks","225EA8","f58426","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png",2004,3419,"The Palace of Auburn Hills","Detroit","MI",22076,"False","","","","","",NA,"",231121008,TRUE,TRUE,TRUE
231121009,"s:40~l:46~e:231121009~c:231121009","2003-11-22T00:30Z",12869,"True","False","False","False","[]","2003-11-22T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",9,"s:40~l:46~t:9","Golden State","Warriors","GS","Golden State Warriors","Warriors","00275D","fdb927","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png",14,"s:40~l:46~t:14","Miami","Heat","MIA","Miami Heat","Heat","000000","000000","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png",2004,2465,"ORACLE Arena","Oakland","CA",19596,"False","","","","","",NA,"",231121009,TRUE,TRUE,TRUE
231121013,"s:40~l:46~e:231121013~c:231121013","2003-11-22T00:30Z",18997,"True","False","False","False","[]","2003-11-22T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",4,"s:40~l:46~t:4","Chicago","Bulls","CHI","Chicago Bulls","Bulls","000000","000000","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png",2004,1841,"STAPLES Center","Los Angeles","CA",19068,"True","","","","","",NA,"",231121013,TRUE,TRUE,TRUE
231121022,"s:40~l:46~e:231121022~c:231121022","2003-11-22T00:30Z",16898,"True","False","False","False","[]","2003-11-22T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",22,"s:40~l:46~t:22","Portland","Trail Blazers","POR","Portland Trail Blazers","Trail Blazers","000000","bac3c9","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png",10,"s:40~l:46~t:10","Houston","Rockets","HOU","Houston Rockets","Rockets","D40026","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png",2004,3423,"Moda Center","Portland","OR",19441,"False","","","","","",NA,"",231121022,TRUE,TRUE,TRUE
231121024,"s:40~l:46~e:231121024~c:231121024","2003-11-22T00:30Z",18797,"True","False","False","False","[]","2003-11-22T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",24,"s:40~l:46~t:24","San Antonio","Spurs","SA","San Antonio Spurs","Spurs","000000","061922","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png",1,"s:40~l:46~t:1","Atlanta","Hawks","ATL","Atlanta Hawks","Hawks","002B5C","002b5c","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png",2004,780,"AT&T Center","San Antonio","TX",18354,"False","","","","","",NA,"",231121024,TRUE,TRUE,TRUE
231121025,"s:40~l:46~e:231121025~c:231121025","2003-11-22T00:30Z",13271,"True","False","False","False","[]","2003-11-22T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",25,"s:40~l:46~t:25","Seattle","SuperSonics","SEA","Seattle SuperSonics","SuperSonics","1C3F2C","f05133","False","",29,"s:40~l:46~t:29","Memphis","Grizzlies","MEM","Memphis Grizzlies","Grizzlies","5D76A8","7399c6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mem.png",2004,2184,"KeyArena","Seattle","WA",17459,"True","","","","","",NA,"",231121025,TRUE,TRUE,TRUE
231121003,"s:40~l:46~e:231121003~c:231121003","2003-11-22T00:00Z",17126,"True","False","False","False","[]","2003-11-22T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",3,"s:40~l:46~t:3","New Orleans","Hornets","NO","New Orleans Hornets","Hornets","0093B1","b4975a","False","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/no.png",11,"s:40~l:46~t:11","Indiana","Pacers","IND","Indiana Pacers","Pacers","061642","00275d","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png",2004,985,"Smoothie King Center","New Orleans","LA",16867,"True","","","","","",NA,"",231121003,TRUE,TRUE,TRUE
231121007,"s:40~l:46~e:231121007~c:231121007","2003-11-22T00:00Z",15731,"True","False","False","False","[]","2003-11-22T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",7,"s:40~l:46~t:7","Denver","Nuggets","DEN","Denver Nuggets","Nuggets","0860A8","fdb927","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png",27,"s:40~l:46~t:27","Washington","Wizards","WSH","Washington Wizards","Wizards","0E3764","e31837","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png",2004,892,"Ball Arena","Denver","CO",19520,"True","","","","","",NA,"",231121007,TRUE,TRUE,TRUE
231121020,"s:40~l:46~e:231121020~c:231121020","2003-11-22T00:00Z",19940,"True","False","False","False","[]","2003-11-22T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",20,"s:40~l:46~t:20","Philadelphia","76ers","PHI","Philadelphia 76ers","76ers","000000","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png",2,"s:40~l:46~t:2","Boston","Celtics","BOS","Boston Celtics","Celtics","006532","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png",2004,1845,"Wells Fargo Center","Philadelphia","PA",20155,"True","","","","","",NA,"",231121020,TRUE,TRUE,TRUE
231121023,"s:40~l:46~e:231121023~c:231121023","2003-11-22T00:00Z",17317,"True","False","False","False","[]","2003-11-22T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",23,"s:40~l:46~t:23","Sacramento","Kings","SAC","Sacramento Kings","Kings","393996","8e9090","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png",19,"s:40~l:46~t:19","Orlando","Magic","ORL","Orlando Magic","Magic","0860A8","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png",2004,2247,"Sleep Train Arena","Sacramento","CA",17317,"False","","","","","",NA,"",231121023,TRUE,TRUE,TRUE
231121026,"s:40~l:46~e:231121026~c:231121026","2003-11-22T00:00Z",18182,"True","False","False","False","[]","2003-11-22T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",26,"s:40~l:46~t:26","Utah","Jazz","UTAH","Utah Jazz","Jazz","06143F","f9a01b","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png",15,"s:40~l:46~t:15","Milwaukee","Bucks","MIL","Milwaukee Bucks","Bucks","003813","f0ebd2","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png",2004,3093,"Vivint Smart Home Arena","Salt Lake City","UT",18306,"True","","","","","",NA,"",231121026,TRUE,TRUE,TRUE
231120021,"s:40~l:46~e:231120021~c:231120021","2003-11-21T01:00Z",15203,"True","False","False","False","[]","2003-11-21T01:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",21,"s:40~l:46~t:21","Phoenix","Suns","PHX","Phoenix Suns","Suns","23006A","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png",19,"s:40~l:46~t:19","Orlando","Magic","ORL","Orlando Magic","Magic","0860A8","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png",2004,1949,"Phoenix Suns Arena","Phoenix","AZ",18055,"True","","","","","",NA,"",231120021,TRUE,TRUE,TRUE
231120006,"s:40~l:46~e:231120006~c:231120006","2003-11-20T23:30Z",19989,"True","False","False","False","[]","2003-11-20T23:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",6,"s:40~l:46~t:6","Dallas","Mavericks","DAL","Dallas Mavericks","Mavericks","0C479D","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png",24,"s:40~l:46~t:24","San Antonio","Spurs","SA","San Antonio Spurs","Spurs","000000","061922","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png",2004,516,"American Airlines Center","Dallas","TX",19200,"False","","","","","",NA,"",231120006,TRUE,TRUE,TRUE
231119029,"s:40~l:46~e:231119029~c:231119029","2003-11-20T01:00Z",13340,"True","False","False","False","[]","2003-11-20T01:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",29,"s:40~l:46~t:29","Memphis","Grizzlies","MEM","Memphis Grizzlies","Grizzlies","5D76A8","7399c6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mem.png",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",2004,NA,"","","",NA,"","","","","","",NA,"",231119029,TRUE,TRUE,TRUE
231119010,"s:40~l:46~e:231119010~c:231119010","2003-11-20T00:30Z",10888,"True","False","False","False","[]","2003-11-20T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",10,"s:40~l:46~t:10","Houston","Rockets","HOU","Houston Rockets","Rockets","D40026","c4ced3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png",9,"s:40~l:46~t:9","Golden State","Warriors","GS","Golden State Warriors","Warriors","00275D","fdb927","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png",2004,1394,"Toyota Center (Houston)","Houston","TX",18055,"True","","","","","",NA,"",231119010,TRUE,TRUE,TRUE
231119018,"s:40~l:46~e:231119018~c:231119018","2003-11-20T00:30Z",19763,"True","False","False","False","[]","2003-11-20T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",18,"s:40~l:46~t:18","New York","Knicks","NY","New York Knicks","Knicks","225EA8","f58426","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",2004,1830,"Madison Square Garden","New York","NY",19763,"False","","","","","",NA,"",231119018,TRUE,TRUE,TRUE
231119002,"s:40~l:46~e:231119002~c:231119002","2003-11-20T00:00Z",13179,"True","False","False","False","[]","2003-11-20T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2,"s:40~l:46~t:2","Boston","Celtics","BOS","Boston Celtics","Celtics","006532","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png",3,"s:40~l:46~t:3","New Orleans","Hornets","NO","New Orleans Hornets","Hornets","0093B1","b4975a","False","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/no.png",2004,1824,"TD Garden","Boston","MA",18624,"False","","","","","",NA,"",231119002,TRUE,TRUE,TRUE
231119007,"s:40~l:46~e:231119007~c:231119007","2003-11-20T00:00Z",12919,"True","False","False","False","[]","2003-11-20T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",7,"s:40~l:46~t:7","Denver","Nuggets","DEN","Denver Nuggets","Nuggets","0860A8","fdb927","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png",15,"s:40~l:46~t:15","Milwaukee","Bucks","MIL","Milwaukee Bucks","Bucks","003813","f0ebd2","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png",2004,892,"Ball Arena","Denver","CO",19520,"True","","","","","",NA,"",231119007,TRUE,TRUE,TRUE
231119011,"s:40~l:46~e:231119011~c:231119011","2003-11-20T00:00Z",14436,"True","False","False","False","[]","2003-11-20T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",11,"s:40~l:46~t:11","Indiana","Pacers","IND","Indiana Pacers","Pacers","061642","00275d","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png",12,"s:40~l:46~t:12","LA","Clippers","LAC","LA Clippers","Clippers","FA0028","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png",2004,2183,"Bankers Life Fieldhouse","Indianapolis","IN",17923,"True","","","","","",NA,"",231119011,TRUE,TRUE,TRUE
231119022,"s:40~l:46~e:231119022~c:231119022","2003-11-20T00:00Z",15503,"True","False","False","False","[]","2003-11-20T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",22,"s:40~l:46~t:22","Portland","Trail Blazers","POR","Portland Trail Blazers","Trail Blazers","000000","bac3c9","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png",14,"s:40~l:46~t:14","Miami","Heat","MIA","Miami Heat","Heat","000000","000000","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png",2004,3423,"Moda Center","Portland","OR",19441,"False","","","","","",NA,"",231119022,TRUE,TRUE,TRUE
231119026,"s:40~l:46~e:231119026~c:231119026","2003-11-20T00:00Z",17664,"True","False","False","False","[]","2003-11-20T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",26,"s:40~l:46~t:26","Utah","Jazz","UTAH","Utah Jazz","Jazz","06143F","f9a01b","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png",23,"s:40~l:46~t:23","Sacramento","Kings","SAC","Sacramento Kings","Kings","393996","8e9090","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png",2004,3093,"Vivint Smart Home Arena","Salt Lake City","UT",18306,"True","","","","","",NA,"",231119026,TRUE,TRUE,TRUE
231119027,"s:40~l:46~e:231119027~c:231119027","2003-11-20T00:00Z",19705,"True","False","False","False","[]","2003-11-20T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",27,"s:40~l:46~t:27","Washington","Wizards","WSH","Washington Wizards","Wizards","0E3764","e31837","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png",5,"s:40~l:46~t:5","Cleveland","Cavaliers","CLE","Cleveland Cavaliers","Cavaliers","061642","fdbb30","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png",2004,1823,"Capital One Arena","Washington","DC",20600,"True","","","","","",NA,"",231119027,TRUE,TRUE,TRUE
231119028,"s:40~l:46~e:231119028~c:231119028","2003-11-20T00:00Z",19800,"True","False","False","False","[]","2003-11-20T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",28,"s:40~l:46~t:28","Toronto","Raptors","TOR","Toronto Raptors","Raptors","CE0F41","061922","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png",20,"s:40~l:46~t:20","Philadelphia","76ers","PHI","Philadelphia 76ers","76ers","000000","f1f2f3","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png",2004,1838,"Scotiabank Arena","Toronto","ON",19800,"False","","","","","",NA,"",231119028,TRUE,TRUE,TRUE
231118008,"s:40~l:46~e:231118008~c:231118008","2003-11-19T00:30Z",22076,"True","False","False","False","[]","2003-11-19T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:46~t:8","Detroit","Pistons","DET","Detroit Pistons","Pistons","FA002C","006bb6","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png",13,"s:40~l:46~t:13","Los Angeles","Lakers","LAL","Los Angeles Lakers","Lakers","542582","552582","True","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png",2004,3419,"The Palace of Auburn Hills","Detroit","MI",22076,"False","","playoff","Playoff Series","DET Wins series 4-1","True",7,"[{'id': '8', 'uid': 's:40~l:46~t:8', 'wins': 4, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/8?lang=en&region=us'}, {'id': '13', 'uid': 's:40~l:46~t:13', 'wins': 1, 'ties': 0, 'href': 'http://sports.core.api.espn.pvt/v2/sports/basketball/leagues/nba/seasons/2004/teams/13?lang=en&region=us'}]",231118008,TRUE,TRUE,TRUE
231118017,"s:40~l:46~e:231118017~c:231118017","2003-11-19T00:30Z",11510,"True","False","False","False","[]","2003-11-19T00:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"s:40~l:46~t:17","New Jersey","Nets","NJ","New Jersey Nets","Nets","06143F","ffffff","False","",3,"s:40~l:46~t:3","New Orleans","Hornets","NO","New Orleans Hornets","Hornets","0093B1","b4975a","False","https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/no.png",2004,2562,"IZOD Center","East Rutherford","NJ",19990,"False","","","","","",NA,"",231118017,TRUE,TRUE,TRUE
